name,gender,education,biography,age,position,tenure,company_name
陈存泰,性别:男,学历:硕士,"陈存泰先生:1954年8月出生,马来西亚国籍,马来西亚马来亚大学工程学士、美国夏威夷大学工商管理硕士。现任本公司独立董事,马来西亚启顺造纸业有限公司独立非执行董事,马来西亚合盈资本控股有限公司独立非执行董事,马来西亚主道咨讯私人有限公司顾问。曾任日立半导体(马)私人股份有限公司生产工程师;马来西亚国际投资银行股份有限公司企业金融执行员、助理经理;马来西亚青年经济发展合作社有限公司总经理;马来西亚澄心保险股份有限公司执行员;马来西亚联昌投资银行执行员、高级经理、企业金融主管和管理委员会成员;印度尼西亚联昌尼阿嘎证券行股份有限公司执行董事;马来西亚纳鲁力机构股份有限公司企业金融总监;马来西亚联昌投资银行企业金融总监顾问;中国辽宁省营口市营口银行股份有限公司副行长,董事;马来西亚联昌银行股份有限公司上海分行行长。",当前年龄:71,职务:独立董事,任职时间:2024-06-12至今,成都银行
龙文彬,性别:男,学历:本科,"龙文彬先生:1963年10月出生,中国国籍,四川大学计算数学专业毕业,大学学历,高级工程师。现任本公司外部监事,四川省城市商业银行协会秘书长。曾任中国人民银行宜宾地区分行、中国人民银行四川省分行货币金银处、中国人民银行成都分行货币金银处干部;四川银监局股份处副处长、四川银监局国有大型银行处副处长、攀枝花银监分局党委书记、局长、四川银监局办公室主任;泸州市商业银行董事长。",当前年龄:62,职务:独立董事,任职时间:2024-11-13至今,成都银行
顾培东,性别:男,学历:硕士,"顾培东先生:1956年出生,西南政法学院民事诉讼法专业硕士研究生毕业。现任四川大学法学院二级教授,博士生导师,中国法学会律师法学研究会副会长,中国法学会案例法学研究会副会长,中华司法文化研究会常务理事,最高人民法院第二、三届特约监督员,四川省学术和技术带头人,中共四川省委、四川省人民政府决策咨询委员会委员。曾任四川省经济体制改革委员会研究所副所长、副研究员、研究员、所长、四川省经济体制改革委员会秘书长;四川康维律师事务所主任律师;西南政法大学教授、博士生导师。",当前年龄:69,职务:独立董事,任职时间:2024-11-13至今,成都银行
马骁,性别:男,学历:博士,"马骁先生:1963年1月出生,中国国籍,无境外永久居留权,博士研究生学历,西南财经大学教授、博士生导师,高级专业技术职务资格。曾获四川省第十九次社会科学优秀成果二等奖,四川省高等教育教学成果一等奖,国家级教学成果一等奖、二等奖等。历任西南财经大学财政系助教、讲师、副教授、副主任,西南财经大学财政税务学院副院长,西南财经大学教务处处长、人文与自然科学基础教学部主任、教务处党总支书记、博士生导师,西南财经大学党委常委、副校长、党委副书记。现任西南财经大学教授、博士生导师,公司独立董事。",当前年龄:62,职务:独立董事,任职时间:2024-11-13至今,成都银行
孙波,性别:男,学历:硕士,"孙波先生,1968年出生,新加坡南洋理工大学公共管理专业毕业,硕士研究生。现任本公司党委委员、监事长、职工监事。曾任成都市中级人民法院副科长、审判员、副庭长、一级法官;成都市政法委研究室副主任、办公室副主任、成都市社会治安综合治理委员会办公室副主任;四川省国资委纪委法规审理处处长、纪委委员、四川省国有资产投资管理有限责任公司副总经理;四川发展(控股)有限责任公司党委委员、纪委书记、总经理助理、资产管理工作小组组长;北京观鉴管理顾问公司总经理。",当前年龄:57,"职务:监事长,职工监事",任职时间:2024-06-12至今,成都银行
李良裕,性别:男,学历:本科,"李良裕先生,1970年出生,西南财经大学会计学专业毕业,大学学历,会计师,高级经济师。现任本公司稽核审计部总经理,兼任本公司党外知识分子联谊会会长,江苏宝应锦程村镇银行股份有限公司监事长,四川省内部审计师协会理事会理事。曾任四川省医药器械总公司财务部员工;本公司长顺支行会计科副科长、财会科副科长、计划财务部副经理(主持工作)、经理、财会科经理;本公司会计出纳部总经理助理、会计结算部副总经理、总经理、稽核审计部总经理、副总经理(总行中层正职级)。",当前年龄:55,职务:职工监事,任职时间:2024-06-13至今,成都银行
张蓬,性别:女,学历:本科,"张蓬女士,1967年出生,四川大学哲学专业毕业,大学学历,助理会计师。现任本公司党委委员、工会主席、职工监事,兼任四川锦程消费金融有限责任公司党支部书记、董事长。曾任成都市城市信用合作社联合社主任助理兼信贷部主任;成都市青年城市信用社主任;在本公司曾历任华兴支行党支部书记、行长、公司业务部总经理、机构管理部总经理、国际业务部总经理;曾兼任江苏宝应锦程村镇银行股份有限公司监事长、四川锦程消费金融有限责任公司董事。",当前年龄:58,职务:职工监事,任职时间:2024-06-13至今,成都银行
司马向林,性别:男,学历:博士,"司马向林先生:曾用名司马向霖,1966年出生,中国国籍,四川师范大学汉语言文学专业学士、中国政法大学民商法学专业博士研究生班毕业。现任四川省政协常委,四川省经济法律研究会会长,四川工商业投资事务有限公司董事长,兼任中国政法大学教授,成都仲裁委员会仲裁员,四川炜烨知识产权事务所有限公司主任。曾任四川省工商业投资事务所主任;西藏诺迪康药业股份有限公司独立董事、战略委员会委员;四川省人民政府法律顾问团成员。",当前年龄:59,职务:外部监事,任职时间:2024-06-12至今,成都银行
李良华,性别:男,学历:博士,"李良华先生:1963年出生,西南财经大学技术经济及管理专业毕业,博士研究生,研究员。现任四川省交通会计学会副会长,四川省光华教育发展基金会理事,成都西南财大交子金融科技创新研究院有限公司董事,四川隆昌农村商业银行股份有限公司独立董事。曾任四川省广元市利州区副区长、区委常委、常务副区长;西南财经大学校长办公室、继续(网络)教育学院等单位负责人,西南财经大学财务处处长。",当前年龄:62,职务:外部监事,任职时间:2024-06-12至今,成都银行
魏小瑛,性别:女,学历:本科,"魏小瑛女士,1965年出生,四川财经学院(现西南财经大学)金融系金融专业毕业,大学学历,经济学学士,高级经济师。现任本公司人力资源总监,兼任江苏宝应锦程村镇银行股份有限公司董事长。曾任成都城市合作银行筹备组清产核资组副组长;本公司稽核审计部总经理、会计出纳部总经理、国际业务部总经理、资金部总经理、人力资源部总经理(组织人事部部长)、工会主席。",当前年龄:60,职务:人力资源总监,任职时间:2017-01-25至今,成都银行
游先伟,性别:男,学历:大学学历,"游先伟先生,1969年5月出生,四川省委党校经济管理专业毕业,大学学历。现任本公司公司业务部、投资银行部总经理。曾任四川省成都市武侯区财政局办公室副主任;四川省成都市武侯区财政局基本建设科科长;四川省成都市武侯区财政局副局长(其间任武侯区财政局党组成员);成都市武侯城建投资集团有限责任公司董事长、总经理,武侯区教育投资有限责任公司董事长、总经理;四川省成都市武侯区经济与科技信息化局党工委书记、局长,区知识产权局局长,区科协主席;成都市武侯新城建设党工委委员、区工投公司董事长、西部智谷公司董事长;本公司中小企业部总经理等职。",当前年龄:56,职务:总经济师,任职时间:2024-12-23至今,成都银行
朱全芳,性别:男,学历:本科,"朱全芳先生:1966年10月出生,中国国籍,无其他国家或地区居留权,本科学历,高级工程师。1988年7月至1998年2月,历任金雁化肥厂副厂长、南绵集团副厂长;1998年3月至2016年9月,历任四川龙蟒集团有限责任公司分公司总经理、集团总工程师;2016年10月至2020年9月,任龙蟒佰利联集团股份有限公司技术总监。现任公司党委书记、董事、总裁。",当前年龄:59,"职务:董事长,法定代表人,非独立董事",任职时间:2024-06-13至今,川发龙蟒
王利伟,性别:男,学历:本科,"王利伟,男,1977年6月生,中国国籍,无其他国家或地区居留权,本科学历。2000年9月至2003年7月,历任安泰科技股份有限公司,销售员、市场部副经理;2003年12月至2006年9月,历任四川龙蟒集团有限责任公司发展部项目调研专员、经营管理部副部长、人力资源部副部长;2006年10月至2009年12月,历任四川龙蟒集团供销公司,市场部长、销售部长;2010年1月至2015年6月,任龙蟒磷化工有限公司总经理助理;2015年7月至2019年5月,任龙蟒大地农业有限公司副总经理;2019年6月至2021年4月,任龙蟒大地农业有限公司总经理;2019年10月至2021年4月兼任公司董事,2023年9月起兼任龙蟒大地党委书记、执行董事。2021年4月起任公司副总裁,2023年6月起任公司常务副总裁,现任公司党委副书记、常务副总裁,龙蟒大地党委书记、执行董事。",当前年龄:48,"职务:总裁,非独立董事",任职时间:2024-06-13至今,川发龙蟒
